name,country,primary_fuel,commissioning_year
Axiall Plaquemine,USA,Gas,1997.0
Axio Green LLC,USA,Solar,2012.0
Axium Modesto Solar,USA,Solar,2013.0
Ayers Island,USA,Hydro,1925.0
Ayers Village Solar,USA,Solar,2014.0
Ayrshire,USA,Solar,2017.0
Azalea Solar  LLC,USA,Solar,2014.0
Aziscohos Hydroelectric Project,USA,Hydro,1988.0
Azusa,USA,Hydro,1949.0
B Braun Medical,USA,Gas,1989.0327868852455
B&K Energy Systems LLC,USA,Wind,2004.0
B.R. Corcoran CSG,USA,Solar,2017.0
B.R. Sartell CSG,USA,Solar,2017.0
B.R. Sauk Rapids CSG,USA,Solar,2017.0
BASF Freeport Works,USA,Gas,1999.0
BBB Corporate Headquarters,USA,Solar,2010.0
BC Energy LLC,USA,Wind,2008.0
BC Landfill Energy LLC,USA,Waste,2007.0
BC Solar,USA,Solar,2016.0
BG Stewart Solar Farm  LLC,USA,Solar,2015.0
BJ's Wholesale Club  Inc- Uxbridge,USA,Solar,2017.0
BJ's Wholesale Club Inc Dist Center,USA,Solar,2016.0
BMW Manufacturing Co,USA,Waste,2009.0
BNB Camden Solar,USA,Solar,2018.0
BP Carson Refinery,USA,Gas,1983.7777777777776
BP Chemicals Green Lake Plant,USA,Cogeneration,1993.9072164948457
BP Naperville Cogeneration Facility,USA,Gas,1991.0
BPU Solar Farm,USA,Solar,2017.0
BRE,USA,Solar,2016.0
BWC Gibbs Brook,USA,Solar,2019.0
BWC Harlow Brook,USA,Solar,2019.0
BWC Origination 18,USA,Solar,2019.0
BWC Pocasset River,USA,Solar,2019.0
BWC Swan Pond River CSG,USA,Solar,2016.0
BWC Wading River One  Two  Three CSG,USA,Solar,2017.0
BWC Wareham River,USA,Solar,2019.0
BYU Central Heating Plant,USA,Gas,2019.0
BYUI Central Energy Facility,USA,Gas,2015.0
Babcock Solar Energy Center Hybrid,USA,Solar,2017.1183431952663
Back River Waste Water Treatment,USA,Biomass,2009.8
Backus Microgrid Project,USA,Oil,2014.0
Bacliff,USA,Gas,2018.0
Baconton Power Plant,USA,Gas,2000.0
Bad Creek,USA,Hydro,1991.0
Badger,USA,Solar,2019.0
Badger 1,USA,Solar,2013.0
Badger Creek Limited,USA,Gas,1991.0
Baer Road CSG,USA,Solar,2018.0
Baffin Wind,USA,Wind,2015.0
Bailey Farm LLC,USA,Solar,2013.0
Bailly,USA,Gas,1968.0
Bakatsias Solar,USA,Solar,2018.0
Baker,USA,Storage,2019.0
Baker Creek Hydroelectric,USA,Hydro,2014.0
Baker PV 1,USA,Solar,2017.0
Baker Point,USA,Solar,2016.0
Bakersfield 111,USA,Solar,2015.0
Bakersfield College Solar 01,USA,Solar,2010.0
Bakersfield Industrial PV 1,USA,Solar,2018.0
Bakersfield PV 1,USA,Solar,2018.0
Balch 1,USA,Hydro,1927.0
Balch 2,USA,Hydro,1958.5
Baldock Solar Highway,USA,Solar,2012.0
Baldwin City Plant No 1,USA,Oil,1966.857142857143
Baldwin City Plant No 2,USA,Oil,2004.0
Baldwin Energy Complex,USA,Coal,1972.679900744417
Baldwin Wind LLC,USA,Wind,2011.0
Balko Wind LLC,USA,Wind,2015.0
Ball Mountain Hydro,USA,Hydro,2016.0
Ballston Solar LLC,USA,Solar,2019.0
Balm Solar,USA,Solar,2018.0
Balsam,USA,Solar,2016.0
Baltimore Church Solar  LLC,USA,Solar,2017.0
Baltimore City B,USA,Solar,2016.0
Baltimore City D,USA,Solar,2016.0
Baltimore City F,USA,Solar,2016.0
Baltimore City G,USA,Solar,2016.0
Bancroft,USA,Oil,1994.2857142857144
Bandera Electric Coop PV,USA,Solar,2017.0
Bank of America Plaza,USA,Oil,1991.0
Bankhead Dam,USA,Hydro,1963.0
Bannock County LFG to Energy,USA,Waste,2016.5
Baptist Medical Center,USA,Gas,1988.1666666666667
Bar D,USA,Solar,2019.0
Bar Mills,USA,Hydro,1956.0
Barber Creek,USA,Gas,2002.0
Barber Dam,USA,Hydro,1990.0
Barefoot Bay Solar Energy Center,USA,Solar,2018.0
Barilla Solar,USA,Solar,2015.0
Barker Lower,USA,Hydro,1986.0
Barker Solar  LLC,USA,Solar,2018.0
Barkley,USA,Hydro,1966.0
Barneveld Solar,USA,Solar,2019.0
Barney M Davis,USA,Gas,1987.2629828127888
Barnhill Road Solar  LLC,USA,Solar,2017.0
Barnstable Landfill,USA,Solar,2014.0
Barnwell Solar,USA,Solar,2017.0
Barone CSG,USA,Solar,2018.0
Barre II Solar Project,USA,Solar,2014.0
Barre Peaker,USA,Gas,2007.0
Barre Solar III LLC,USA,Solar,2018.0
Barrett Farm Solar - Phase I,USA,Solar,2017.0
Barrett PV,USA,Solar,2016.0
Barrette Outdoor Living  Inc.,USA,Solar,2019.0
Barron,USA,Oil,1976.616279069768
Barrow,USA,Gas,1991.024630541872
Barry,USA,Gas,1980.9023545436855
Bartholomew,USA,Hydro,1988.0
Bartletts Ferry,USA,Hydro,1966.271676300578
Barton Acres Solar  LLC CSG,USA,Solar,2017.0
Barton Chapel Wind Farm,USA,Wind,2009.0
Barton Solar Farm,USA,Solar,2014.0
Barton Windpower LLC,USA,Wind,2009.0
Bartow Solar Energy LLC,USA,Solar,2018.0
Basalt,USA,Hydro,1985.0
Bashaw Solar CSG 1  LLC,USA,Solar,2017.0
Basin Creek Plant,USA,Gas,2006.0
Bassett Medical Center,USA,Oil,1999.428571428572
Bastrop Energy Center,USA,Gas,2002.0
Batavia Power Plant,USA,Gas,1992.000000000001
Batesville Generation Facility,USA,Gas,2000.0
Bath County,USA,Hydro,1986.0
Battery Energy Storage System,USA,Storage,2004.0
Battery Utility of Ohio,USA,Storage,2014.0
Battle Creek Mill,USA,Gas,1976.0
Battle Creek Solar,USA,Solar,2018.0
Battleboro Farm,USA,Solar,2016.0
Battleground,USA,Solar,2014.0
Bavarian LFGTE,USA,Waste,2007.3333333333333
Baxter Wilson,USA,Gas,1967.0
Bay Branch Solar,USA,Solar,2019.0
Bay County Waste to Energy,USA,Waste,1987.0
Bay Front,USA,Gas,1954.8813559322032
Bay View Backup Power Facility,USA,Gas,2007.0
Bay View Cogeneration Facility,USA,Waste,2010.5416666666667
Bay Windpower I,USA,Wind,2002.0
BayWa r.e Mozart LLC,USA,Wind,2013.0
Bayboro,USA,Oil,1973.0
Bayboro Solar Farm,USA,Solar,2018.0
Bayonne Energy Center,USA,Gas,2013.2298136645963
Bayonne MUA- Leitner-Poma Wind Turbine,USA,Wind,2012.0
Bayou Cogen Plant,USA,Gas,2015.0
Bayou Cove Peaking Power,USA,Gas,2002.0
Bayshore Solar A  LLC,USA,Solar,2018.0
Bayshore Solar B  LLC,USA,Solar,2018.0
Bayshore Solar C  LLC,USA,Solar,2018.0
Bayswater Peaking Facility LLC,USA,Gas,2002.0
Baytown Energy Center,USA,Gas,2002.0
Bayview,USA,Oil,1963.0
Bayville Central Facility,USA,Oil,2000.3661971830984
Bayway Refinery,USA,Cogeneration,1968.0
Bd of Educ of Queen Anne's Cnty  Cnty HS,USA,Solar,2019.0
Beacon BESS 1,USA,Storage,2018.0
Beacon Solar Plant Site 2,USA,Solar,2018.0
Beacon Solar Plant Site 5,USA,Solar,2018.0
Bear Creek,USA,Hydro,1990.0
Bear Creek Dam,USA,Hydro,1954.0
Bear Creek Solar,USA,Solar,2017.0
Bear Creek Solar,USA,Solar,2014.0
Bear Creek Solar Center,USA,Solar,2018.0
Bear Garden,USA,Gas,2011.0
Bear Mountain Limited,USA,Gas,1995.0
Bear Swamp,USA,Hydro,1974.0
Bear Valley,USA,Hydro,1986.0
Bear Valley Power Plant,USA,Gas,2005.0
BearPond Solar Center LLC,USA,Solar,2015.0
Beardslee,USA,Hydro,1924.0
Beardsley,USA,Hydro,1957.0
Bearford Farm Solar Project,USA,Solar,2017.0
Bearford Solar II,USA,Solar,2018.0
Bearkat,USA,Wind,2018.0
Beatrice,USA,Gas,2005.0
Beaufort Solar  LLC,USA,Solar,2016.0
Beaumont Hospital Dearborn Campus,USA,Oil,2006.0
Beaver,USA,Gas,1975.949729818241
Beaver City,USA,Gas,1960.9
Beaver Creek Gas Plant,USA,Gas,1992.5762711864409
Beaver Creek Wind,USA,Wind,2018.0
Beaver Dam,USA,Gas,2016.0
Beaver Dam,USA,Hydro,1965.0
Beaver Falls,USA,Hydro,1952.703703703704
Beaver Island,USA,Oil,2000.2727272727277
Beaver Ridge Wind,USA,Wind,2008.0
Beaver Run,USA,Solar,2015.0
Beaver Solar LLC,USA,Solar,2013.0
Beaver Valley,USA,Nuclear,1981.5
Beaver Valley Patterson Dam,USA,Hydro,1982.0
Becker Solar 2 CSG,USA,Solar,2019.0
Becker Solar 3 CSG,USA,Solar,2019.0
Becker Solar 4 CSG,USA,Solar,2019.0
Becker Solar 5 CSG,USA,Solar,2019.0
Becker Solar CSG,USA,Solar,2019.0
Becton Canaan,USA,Solar,2018.4
Bed Bath & Beyond DC Port Reading NJ,USA,Solar,2012.0
Bedford Solar,USA,Solar,2018.0
Beebe 1A,USA,Wind,2013.0
Beebe 1B,USA,Wind,2015.0
Beebe Substation Battery Storage,USA,Storage,2019.0
Beebee Island Hydro Plant,USA,Hydro,1931.0
Beech Ridge Energy LLC,USA,Wind,2010.0
Beech Ridge Energy Storage,USA,Storage,2015.0
Beecher Gas Recovery,USA,Waste,2006.6666666666667
Beethoven Wind,USA,Wind,2015.0
Beetle Solar,USA,Solar,2017.0
Belchertown,USA,Solar,2016.0
Belchertown Renewables Community Solar,USA,Solar,2018.0
Belden,USA,Hydro,1969.0
Beldens,USA,Hydro,1967.666666666667
Belews Creek,USA,Coal,1975.0
Belfort,USA,Hydro,1914.1
Bell Bay Solar Farm,USA,Solar,2018.0
Belle Haven Diesel Generation Facility,USA,Oil,2002.0
Belle River,USA,Coal,1986.7009733237203
Bellefonte,USA,Oil,1999.0
Belleville,USA,Oil,1974.447552447552
Belleville Dam,USA,Hydro,1999.0
Bellevue,USA,Oil,1979.225
Bellevue Solar Project,USA,Solar,2011.0
Bellingham Cogeneration Facility,USA,Gas,1991.0
Bellingham PV,USA,Solar,2013.0
Bellows Falls,USA,Hydro,1928.0
Belmont,USA,Solar,2015.0
Beloit,USA,Oil,1967.6217616580316
Beloit Memorial Hospital Power Plant,USA,Gas,2000.0
Beluga,USA,Gas,1974.9398207426375
Belwood Farm,USA,Solar,2013.0
Ben French,USA,Gas,1976.590909090909
Bend,USA,Hydro,1916.0
Benjamin Moore & Co. Solar,USA,Solar,2011.0
Bennett,USA,Solar,2019.0
Bennett Creek Windfarm LLC - Mountain Home,USA,Wind,2008.0
Bennett Mountain,USA,Gas,2005.0
Bennetts Bridge,USA,Hydro,1949.0
Benson City of,USA,Oil,2002.0
Benson Creek Windfarm (Burnt River),USA,Wind,2017.0
Bent Tree Wind Farm Phase 1,USA,Wind,2011.0
Benthall Bridge PV 1,USA,Solar,2017.0
Benton County Wind Farm,USA,Wind,2008.0
Benton Falls Associates,USA,Hydro,1988.0
BentonSun LLC,USA,Solar,2017.0
Beowawe Power,USA,Geothermal,1990.3689320388348
Bergen Generating Station,USA,Gas,1989.7687035979436
Bergenmand Solar Partners  LLC Mahwah,USA,Solar,2012.0
Beringer,USA,Solar,2009.0
Berkeley County Landfill,USA,Waste,2011.0
Berkley East Solar LLC,USA,Solar,2013.0
Berkshire 1,USA,Solar,2012.0
Berkshire Power,USA,Gas,1999.0
Berkshire Wind Power Project,USA,Wind,2012.877551020408
Berlin,USA,Oil,1987.4259259259256
Berlin 5,USA,Oil,1972.0
Berlin Gorham,USA,Hydro,1925.6072607260728
Berlin Landfill Gas,USA,Waste,2001.0
Bernards Solar,USA,Solar,2016.0
Bernhardt Furniture Solar Farm,USA,Solar,2016.0
Bernice Lake,USA,Gas,1977.5501955671443
Berrien Springs,USA,Hydro,1996.000000000001
Berry Cogen,USA,Gas,1987.0
Berry Cogen Tanne Hills 18,USA,Gas,1987.0
Berry NMW Cogens,USA,Gas,2017.0
Berry Placerita Cogen,USA,Gas,1990.0
Berry Plastics Solar,USA,Solar,2014.0
Beryl Solar Plant,USA,Solar,2015.0
Betcher Community Solar Garden,USA,Solar,2018.0
Bethel,USA,Oil,1981.0
Bethel Price Solar  LLC,USA,Solar,2015.0
Bethel Solar,USA,Solar,2016.0
Bethel Wind Farm LLC,USA,Wind,2017.0
Bethlehem - East,USA,Solar,2016.0
Bethlehem - West,USA,Solar,2016.0
Bethlehem Energy Center,USA,Gas,2005.0
Bethlehem Power Plant,USA,Gas,2003.1695576756288
Bethlehem Solar,USA,Solar,2019.0
Bethpage Power Plant,USA,Gas,1998.65
Beulaville,USA,Solar,2014.0
Beverly,USA,Solar,2014.0
Bi-County Gas Producers,USA,Waste,2013.0
Bibb Jones,USA,Solar,2019.0
Bidwell Ditch Project,USA,Hydro,1987.0
Big Bend,USA,Coal,1977.675597583399
Big Bend Dam,USA,Hydro,1965.125023221252
Big Blue,USA,Wind,2013.0
Big Cajun 1,USA,Gas,1987.62987012987
Big Cajun 2,USA,Coal,1981.9795575174733
Big Cliff,USA,Hydro,1955.0
Big Creek 1,USA,Hydro,1919.6787330316745
Big Creek 2,USA,Hydro,1918.7297297297296
Big Creek 2A,USA,Hydro,1928.5
Big Creek 3,USA,Hydro,1940.080229226361
Big Creek 4,USA,Hydro,1951.0
Big Creek 8,USA,Hydro,1925.8
Big Creek Water Works,USA,Hydro,1987.0
Big Falls,USA,Hydro,1945.051948051948
Big Fork,USA,Hydro,1924.5121951219517
Big George PV CSG,USA,Solar,2018.0
Big Horn Wind II,USA,Wind,2011.0
Big Horn Wind Project,USA,Wind,2006.0
Big Lake Holdco Solar CSG,USA,Solar,2017.0
Big Lake Project CSG,USA,Solar,2018.0
Big Level Wind,USA,Wind,2020.0
Big Pine Creek,USA,Hydro,1925.0
Big Quinnesec 61,USA,Hydro,1914.0
Big Quinnesec 92,USA,Hydro,1949.5
Big Sand Draw Plant,USA,Gas,2015.0
Big Sandy,USA,Gas,1963.0
Big Sandy Peaker Plant,USA,Gas,2001.0
Big Sky Dairy Digester,USA,Biomass,2009.0
Big Sky Wind LLC,USA,Wind,2011.0
Big Spring Wind Power Facility,USA,Wind,1999.0
Big Stone,USA,Coal,1975.0
Big Thompson,USA,Hydro,1959.0
Big Timber Wind Farm,USA,Wind,2018.0
Big Top LLC,USA,Wind,2009.0
Big Turtle Wind Farm  LLC,USA,Wind,2015.5951417004048
Big Valley Power LLC,USA,Waste,1983.0
Biglow Canyon Wind Farm,USA,Wind,2009.079163887036
Biltmore Solar Fields,USA,Solar,2012.0
Bingham Wind,USA,Wind,2017.0
Binghamton Cogen,USA,Gas,1992.0
BioTown Ag,USA,Biomass,2012.5
Biola University Hybrid,USA,Gas,1998.16
Biomass One LP,USA,Waste,1994.625
Biomass to Energy Facility  Kauai,USA,Waste,2015.8058252427184
Biotech LS 0836,USA,Oil,2009.0
Birch,USA,Wind,2017.0
Birch Creek Power,USA,Hydro,1986.0
Birchwood Power,USA,Coal,1996.0
Bird City,USA,Oil,1965.5
Bird Machine Solar Farm,USA,Solar,2017.0
Birdsboro Power,USA,Gas,2019.0
Biron,USA,Hydro,1909.9285714285716
Biron Mill,USA,Coal,1968.185064935065
Biscoe Solar LLC,USA,Solar,2014.0
Bishop Creek 2,USA,Hydro,1908.945205479452
Bishop Creek 3,USA,Hydro,1913.0
Bishop Creek 4,USA,Hydro,1906.756097560976
Bishop Creek 5,USA,Hydro,1929.6666666666667
Bishop Creek 6,USA,Hydro,1913.0
Bishop Hill Energy LLC,USA,Wind,2012.0
Bishop Hill II Wind Farm,USA,Wind,2012.0
Bishop Hill III,USA,Wind,2018.0
Bison 2 Wind Energy Center,USA,Wind,2013.0
Bison 3 Wind Energy Center,USA,Wind,2013.0
Bison 4 Wind Energy Center,USA,Wind,2015.0
Bison I Wind Energy Center,USA,Wind,2011.5501222493888
Bison Solar LLC,USA,Solar,2016.0
Bisson Windfarm LLC,USA,Wind,2003.0
Bizzell Church Solar 1  LLC,USA,Solar,2016.0
Bizzell Church Solar 2,USA,Solar,2017.0
Black Bear Lake,USA,Hydro,1995.0
Black Butte,USA,Hydro,1988.0
Black Canyon,USA,Hydro,1926.0
Black Cap Solar Plant,USA,Solar,2012.0
Black Creek,USA,Hydro,1994.0
Black Dog,USA,Gas,1997.09026297086
Black Eagle,USA,Hydro,1927.0
Black Eagle Solar  LLC,USA,Solar,2017.0
Black Hawk Station,USA,Gas,2001.878228782288
Black Mountain Generating Station,USA,Gas,2008.0
Black Mountain Solar LLC,USA,Solar,2013.0
Black Oak Power Producers,USA,Waste,2015.0
Black Oak Wind Farm,USA,Wind,2017.0
Black River,USA,Hydro,1920.0
Black River Hydro Associates,USA,Hydro,1984.0
BlackRock-Matrix,USA,Solar,2012.0
Blackburn Landfill Co-Generation,USA,Waste,2000.2758620689656
Blacksand Generating Facility,USA,Gas,2000.45
Blackstone Wind Farm II LLC,USA,Wind,2010.0
Blackstone Wind Farm LLC,USA,Wind,2009.0
Blackstone/Tupperware,USA,Hydro,1981.0
Blacktip Solar,USA,Solar,2019.0
Blackville Solar II,USA,Solar,2019.0
Blackwell Solar Park,USA,Solar,2019.0
Bladen Solar,USA,Solar,2018.0
Bladenboro Farm,USA,Solar,2013.0
Bladenboro Solar  LLC,USA,Solar,2016.0
Bladenboro Solar 2,USA,Solar,2018.0
Blair Wire Village Solar  LLC CSG,USA,Solar,2018.0
Blake,USA,Hydro,1957.0
Blakely Mountain,USA,Hydro,1955.0
Blanchard,USA,Hydro,1946.0
Blenheim Gilboa,USA,Hydro,1973.0
Blewett,USA,Oil,1955.6575052854123
Blind Canyon Hydro,USA,Hydro,1992.0
Bliss,USA,Hydro,1949.6666666666667
Block Island,USA,Oil,2008.4788732394368
Block Island Wind Farm,USA,Wind,2017.0
Bloom Solar,USA,Solar,2019.0
Bloomfield,USA,Gas,1964.2
Bloomfield Municipal Utilities Solar,USA,Solar,2019.0
Blooming Prairie,USA,Oil,2001.3676470588236
Bloomington Power Plant,USA,Oil,1999.0
Bloomington Solar I,USA,Solar,2019.0
Blossburg,USA,Gas,1971.0
Blount Street,USA,Gas,1959.0
Blue Breezes II LLC,USA,Wind,2006.0
Blue Breezes LLC,USA,Wind,2006.0
Blue Canyon Windpower,USA,Wind,2004.0
Blue Canyon Windpower II,USA,Wind,2006.0
Blue Canyon Windpower V LLC,USA,Wind,2009.0
Blue Canyon Windpower VI LLC,USA,Wind,2012.0
Blue Cloud Wind Energy LLC,USA,Wind,2019.0
Blue Creek Wind Project,USA,Wind,2012.0
Blue Cypress Solar Energy Center,USA,Solar,2018.0
Blue Earth,USA,Oil,1994.7909090909088
Blue Lake,USA,Gas,1992.431533786199
Blue Lake Hydro,USA,Hydro,2014.0
Blue Lake Power LLC,USA,Waste,1985.0
Blue Lake Solar,USA,Solar,2017.0
Blue Mesa,USA,Hydro,1967.0
Blue Mountain Biogas,USA,Biomass,2012.0
Blue Ridge,USA,Hydro,1935.021276595745
Blue Ridge Generating,USA,Waste,2013.0
Blue Ridge Landfill,USA,Waste,2013.0
Blue Shld Of Cal- El Dorado Hlls Mtr B,USA,Solar,2019.0
Blue Sky Green Field Wind Project,USA,Wind,2008.0
Blue Sky One,USA,Solar,2012.0
Blue Spruce Energy Center,USA,Gas,2003.0
Blue Summit II Wind  LLC,USA,Wind,2019.0
Blue Summit III Wind,USA,Wind,2020.0
Blue Summit Storage  LLC,USA,Storage,2017.0
Blue Summit Wind LLC,USA,Wind,2013.0
Blue Valley,USA,Gas,1961.9565217391305
Blue Water Renewables Inc,USA,Waste,2012.0
Blue Wing Solar Energy Generation,USA,Solar,2010.0
BlueWave Capital - Grafton (SREC II),USA,Solar,2015.0
Bluebell Solar,USA,Solar,2018.0
Blueberry One,USA,Solar,2016.0
Bluefin Origination 1,USA,Solar,2019.0
Bluegrass Generating Station,USA,Gas,2002.0
Bluegrass Ridge,USA,Wind,2007.0
Bluestem,USA,Wind,2017.0
Bluestone,USA,Solar,2019.0
Bluewater CDEC 1,USA,Solar,2020.0
Bluff Point Wind Facility,USA,Wind,2018.0
Bluffview,USA,Gas,2005.0
Blundell,USA,Geothermal,1991.5535714285716
Bly Solar Center,USA,Solar,2019.0
Blydenburgh Solar Project,USA,Solar,2019.0
Blythe Energy Inc,USA,Gas,2004.0
Blythe Solar 110  LLC,USA,Solar,2016.0
Blythe Solar II  LLC,USA,Solar,2016.0
Boardman,USA,Coal,1980.0
Boas Rd #1 Community Solar Farm,USA,Solar,2019.0
Boas Rd #2 Community Solar Farm,USA,Solar,2019.0
Boas Rd #3 Community Solar Farm,USA,Solar,2019.0
Boatlock,USA,Hydro,1923.3225806451608
Boaz Farm Solar,USA,Solar,2017.0
Bobcat Bluff Wind Project LLC,USA,Wind,2013.0
Boeve Windfarm LLC,USA,Wind,2003.0
Boise Cascade International Falls,USA,Biomass,2015.0
Boise R Diversion,USA,Hydro,2004.0
Bolduan CSG,USA,Solar,2018.0
Bolthouse S&P and Rowen Farms Solar,USA,Solar,2008.0
Bolton Falls,USA,Hydro,1986.0
Bolton Farm,USA,Solar,2013.0
Bolton PV,USA,Solar,2014.0
Boltonville Hydro Associates,USA,Hydro,1985.6363636363635
Bonanza,USA,Coal,1986.0
Bonanza BioEnergy LLC,USA,Gas,2008.0
Bond Solar,USA,Solar,2019.0
Bondi Solar,USA,Solar,2018.0
Bonefish Solar,USA,Solar,2020.0
Bonneville,USA,Hydro,1960.8279690189331
Bonnie Mine Solar,USA,Solar,2019.0
Bonny Eagle,USA,Hydro,1910.0
Bonnybrooke PV,USA,Solar,2016.0
Boomer Lake Station,USA,Oil,2004.0
Boone Dam,USA,Hydro,1953.0
Boott Hydropower,USA,Hydro,1985.0
Bordentown Solar,USA,Solar,2016.0
Border Winds Wind Farm,USA,Wind,2015.0
Borel,USA,Hydro,1918.5
Borger Plant,USA,Gas,1985.0
Boring Solar LLC,USA,Solar,2019.0
Borrego Springs Energy Storage,USA,Storage,2013.6666666666667
Bos Dairy  LLC,USA,Gas,2011.3636363636365
Boseman Solar Center LLC,USA,Solar,2015.0
Bosque County Peaking,USA,Gas,2003.40644361834
Bostic Delivery No 2,USA,Oil,2007.0
Boston Medical Center CHP Plant,USA,Gas,2017.0
Boston Scientific Solar,USA,Solar,2013.0
Bottle Rock Power,USA,Geothermal,1985.0
Boulder,USA,Hydro,1959.0
Boulder Canyon Hydro,USA,Hydro,2013.0
Boulder City Betasso Hydro Plant,USA,Hydro,1988.0
Boulder City Lakewood Hydro,USA,Hydro,2004.0
Boulder City Silver Lake Hydro,USA,Hydro,2000.0
Boulder Park,USA,Gas,2001.9999999999995
Boulder Solar II  LLC,USA,Solar,2017.0
Boulder Solar Power  LLC,USA,Solar,2017.0
Boulevard,USA,Oil,1970.0
Boundary,USA,Hydro,1974.918648310388
Bountiful City,USA,Gas,2010.118421052632
Bourne (MA) - Holliston I,USA,Solar,2015.0
Boutillier Solar  LLC CSG,USA,Solar,2018.0
Bovine,USA,Solar,2019.0
Bowater Newsprint Calhoun Operation,USA,Biomass,1955.1867088607592
Bowden Solar LLC,USA,Solar,2019.0
Bowen,USA,Coal,1973.402332361516
Bowerman Power LFG  LLC,USA,Waste,2016.0000000000005
Bowie State Solar,USA,Solar,2018.0
Bowline Point,USA,Gas,1973.0
Bowling Green Generating Station,USA,Gas,2000.0
Bowling Green Peaking,USA,Gas,2000.0
Bowling Green Wind,USA,Wind,2003.75
Bowman,USA,Hydro,1986.0
Box Canyon,USA,Hydro,1955.0
Box Canyon Dam,USA,Hydro,1986.0
Boyds Mill Hydro,USA,Hydro,1997.0
Boydton Plank Road Cogen Plant,USA,Oil,1997.9411764705883
Boysen,USA,Hydro,1952.0
Bradley Energy Center,USA,Gas,2004.620689655172
Bradley Lake,USA,Hydro,1991.0
Bradley PV1,USA,Solar,2016.0
Brady,USA,Geothermal,2013.1627906976744
Brady II Wind Energy Center,USA,Wind,2017.0
Brady Wind Energy Center,USA,Wind,2016.0
Braidwood Generation Station,USA,Nuclear,1988.0
Brainerd Public Utilities,USA,Hydro,1928.9655172413795
Braintree Landfill Solar,USA,Solar,2015.0
Braley Road 2,USA,Solar,2015.0
Brame Energy Center,USA,Petcoke,1991.715867158672
Brandon Shores,USA,Coal,1987.5
Brandon Station,USA,Gas,1990.0
Brandy Branch,USA,Gas,2002.1651130123869
Brandywine Power Facility,USA,Gas,1996.0
Branford,USA,Oil,1967.0
Brantley Solar,USA,Solar,2018.0
Brasfield,USA,Hydro,1993.0
Brass Mill Center,USA,Solar,2018.0
Brassua Hydroelectric Project,USA,Hydro,1989.0
Brazos Wind Farm,USA,Wind,2004.0
Brea Expansion Plant,USA,Waste,2012.0
Breckinridge Wind Project LLC,USA,Wind,2015.0
Breese,USA,Oil,1990.301775147929
Breesport Road Community Solar Farm,USA,Solar,2019.0
Brent Run Generating Station,USA,Waste,2005.428571428572
Brentwood,USA,Gas,2001.0
Brentwood Solar,USA,Solar,2011.0
Brevard,USA,Waste,2008.0
Brevig Mission,USA,Oil,2013.2
Brewster Landfill,USA,Solar,2014.0
Brickyard Solar,USA,Solar,2015.0
Bridge Street 1 & 2,USA,Oil,2010.0
Bridgeport Disposal Solar Farm,USA,Solar,2011.0
Bridgeport Energy Project,USA,Gas,1998.3461538461536
Bridgeport Fuel Cell  LLC,USA,Gas,2014.0
Bridgeport Gas Processing Plant,USA,Gas,2005.384615384615
Bridgeport Station,USA,Gas,1997.5232686702184
Bridgewater,USA,Hydro,1924.6462093862813
Bridgewater Complex Co-Generation Plant,USA,Gas,2015.0
Bridgewater Dairy Anaerobic Digester,USA,Biomass,2008.0
Bridgewater Power LP,USA,Waste,1987.0
Bridgewater Solar CSG,USA,Solar,2015.0
Brigham City,USA,Hydro,1935.3333333333333
Bright Stalk Wind Farm I,USA,Wind,2020.0
Brighton PV Solar Plant,USA,Solar,2013.0
Briscoe Wind Farm,USA,Wind,2015.0
Brisket Wind (8) LLC,USA,Wind,2008.0
Bristol Myers Squibb Lawrenceville,USA,Gas,1994.1272727272728
Bristol Myers Squibb New Brunswick,USA,Gas,1992.6666666666667
Bristol Plant,USA,Waste,2016.000000000001
Britton Solar Energy Center,USA,Solar,2020.0
Broad Mountain,USA,Waste,2009.0
Broad River Energy Center,USA,Gas,2000.4
Broadalbin,USA,Solar,2018.0
Broadalbin-Perth Solar,USA,Solar,2018.0
Broadridge Cogen,USA,Gas,2008.64
Broadridge Solar  LLC,USA,Solar,2018.0
Broadview Energy JN  LLC,USA,Wind,2017.0
Broadview Energy KW  LLC,USA,Wind,2017.0
Broadview Energy Prime 2 LLC,USA,Wind,2014.0
Broadview Energy Prime LLC,USA,Wind,2014.0
Broadwater Power Project,USA,Hydro,1989.0
Broadway Solar Center  LLC,USA,Solar,2015.0
Brockelman,USA,Solar,2013.0
Broken Bow,USA,Gas,1960.6436781609195
Broken Bow Dam,USA,Hydro,1970.0
Broken Bow Wind II  LLC,USA,Wind,2014.0
Broken Bow Wind LLC,USA,Wind,2013.0
Bronson,USA,Solar,2019.0
Bronx Zoo,USA,Gas,1992.6666666666667
Brook Street Solar 1 CSG,USA,Solar,2017.0
Brookfield,USA,Wind,2014.0
Brookfield Power Glen Falls Hydro,USA,Hydro,1965.2203389830504
Brookfield Solar 2013 LLC,USA,Solar,2014.0
Brookfield Tehachapi 1,USA,Wind,2012.0
Brookfield Wire Company,USA,Solar,2016.0
Brooklyn,USA,Oil,2012.0
Brooklyn Hospital Center,USA,Oil,1997.2142857142856
Brooklyn Navy Yard Cogeneration,USA,Gas,1996.0
Brookside,USA,Solar,2015.0
Brookside Newark,USA,Gas,2012.0
Broome County,USA,Solar,2018.0
Broshco Fabricated Products,USA,Gas,2001.936170212766
